Name,Price,Size,Energi (kcal),Energi (kJ),Fett,Varav mättat fett,Kolhydrat,Varav sockerarter,Protein,Salt,Fiber,Vitamin B6,Folsyra,Niacin,Jod,Järn,Tiamin,Varav fleromättat fett,Varav enkelomättat fett,Magnesium,Zink,Fosfor,Natrium,Riboflavin,Kalcium,Kalium,url
Gifflar Raspberry 260 g Pågen,"33,90 kr","0.26kg 130,38 kr/kg",353 kcal,1485 kJ,11 g,1.2 g,56 g,22 g,7.5 g,0.48 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gifflar-raspberry-260-g-p%C3%A5gen/2128215
Tunnbröd Njalla 250g Polarbröd,"28,90 kr","0.25kg 115,60 kr/kg",300 kcal,1250 kJ,3 g,0.6 g,56 g,8.7 g,9.9 g,0.88 g,2.2 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tunnbr%C3%B6d-njalla-250g-polarbr%C3%B6d/1024577
Gourmet Tranbär 350 g Bonjour,"39,90 kr","0.35kg 114,00 kr/kg",273 kcal,1157 kJ,0.9 g,0.2 g,57 g,11 g,7 g,1.2 g,3.7 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/gourmet-tranb%C3%A4r-350-g-bonjour/2140821
Majskakor Ranch 125g Friggs,"27,90 kr","0.125kg 223,20 kr/kg",406 kcal,1700 kJ,13 g,1.6 g,65 g,4.3 g,6.6 g,1.4 g,1.1 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/majskakor-ranch-125g-friggs/2045035
Hönökaka 4-p Pågen,"36,90 kr","0.45kg 82,00 kr/kg",263 kcal,1111 kJ,3.2 g,0.5 g,48 g,7.5 g,8.7 g,0.9 g,2.6 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/h%C3%B6n%C3%B6kaka-4-p-p%C3%A5gen/2075664
Mandeltårta Daim Glutenfri Fryst 400g Almondy,"75,00 kr","0.4kg 187,50 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/mandelt%C3%A5rta-daim-glutenfri-fryst-400g-almondy/1008874
Kex Domino Dumle 120g Fazer,"30,90 kr","0.12kg 257,50 kr/kg",522 kcal,2179 kJ,28 g,16 g,61 g,36 g,5 g,0.48 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kex-domino-dumle-120g-fazer/2151358
Rågbröd Danskt 400g Pågen,"33,90 kr","0.4kg 84,75 kr/kg",243 kcal,1017 kJ,5.9 g,0.7 g,36 g,3.2 g,7 g,1.1 g,7.9 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/r%C3%A5gbr%C3%B6d-danskt-400g-p%C3%A5gen/1396536
Ciabatta 100g La Lorraine,"13,90 kr","0.1kg 139,00 kr/kg",283 kcal,1199 kJ,1.1 g,0.3 g,58 g,1.9 g,9.2 g,1.7 g,2.8 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/ciabatta-100g-la-lorraine/1531477
Lyxbulle Pistage & Vanilj 100g Dafgårds,"14,90 kr","0.1kg 149,00 kr/kg",280 kcal,1200 kJ,7.9 g,3.8 g,46 g,19 g,5.6 g,0.29 g,1.4 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/lyxbulle-pistage-vanilj-100g-dafg%C3%A5rds/2128497
Kex med Vaniljsmakfyllning 250g ICA Basic,"18,90 kr","0.25kg 75,60 kr/kg",446 kcal,1879 kJ,13 g,5.8 g,77 g,37 g,5.3 g,0.5 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kex-med-vaniljsmakfyllning-250g-ica-basic/2052643
Kuvertbröd vallmo och solroskärnor 90g Bonjour,"12,90 kr","0.09kg 143,33 kr/kg",302 kcal,1276 kJ,5.4 g,0.7 g,51 g,2 g,11 g,1.2 g,3.2 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kuvertbr%C3%B6d-vallmo-och-solrosk%C3%A4rnor-90g-bonjour/2151115
Knäckebröd Din Harmoni Vallmofrö & Havssalt 260g Wasa,"44,90 kr","0.26kg 172,69 kr/kg",354 kcal,1488 kJ,4.6 g,0.6 g,57.2 g,0.5 g,10.9 g,1 g,20 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kn%C3%A4ckebr%C3%B6d-din-harmoni-vallmofr%C3%B6-havssalt-260g-wasa/2039368
Kladdkaka portion 80 g Bonjour,"14,90 kr","0.08kg 186,25 kr/kg",407 kcal,1710 kJ,17 g,3 g,58 g,45 g,5.3 g,0.55 g,2.4 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kladdkaka-portion-80-g-bonjour/2140816
Cookies 154g Oreo,"31,90 kr","0.154kg 207,14 kr/kg",474 kcal,1990 kJ,19 g,5.2 g,68 g,36 g,5.4 g,0.74 g,2.7 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/cookies-154g-oreo/1388628
Jubileumskakor 450g Mjölkfri Polarbröd,"39,90 kr","0.45kg 88,67 kr/kg",290 kcal,1200 kJ,6.6 g,0.8 g,46 g,5.1 g,9 g,0.73 g,2.6 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/jubileumskakor-450g-mj%C3%B6lkfri-polarbr%C3%B6d/2016065
Mjuka Fröbitar 360 g Fazer,"39,90 kr","0.36kg 110,83 kr/kg",210 kcal,850 kJ,3.1 g,0.5 g,34 g,4.5 g,8.8 g,1 g,5.2 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/mjuka-fr%C3%B6bitar-360-g-fazer/2140741
Knäckebröd Husman 520g Wasa,"25,90 kr","0.52kg 49,81 kr/kg",330 kcal,1390 kJ,2 g,0.4 g,58 g,1.5 g,10 g,1.25 g,20 g,,,,,2.6 mg,,,,85 mg,2.4 mg,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kn%C3%A4ckebr%C3%B6d-husman-520g-wasa/1245846
Superknäcke Chia Glutenfri 140g Semper,"22,90 kr","0.14kg 163,57 kr/kg",359 kcal,1516 kJ,3.2 g,0.4 g,73 g,0.5 g,5 g,1.4 g,9 g,,,,22.5 µg,3.5 mg,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/superkn%C3%A4cke-chia-glutenfri-140g-semper/1502672
Nutella Biscuit 193g Ferrero,"48,90 kr","0.193kg 253,37 kr/kg",511 kcal,2138 kJ,24.8 g,11.5 g,64 g,35.8 g,7.9 g,0.559 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/nutella-biscuit-193g-ferrero/2118575
KärnSund Surdegsbröd 700g Pågen,"46,90 kr","0.7kg 67,00 kr/kg",274 kcal,1158 kJ,2.5 g,0.4 g,46 g,3.4 g,13 g,1 g,5.6 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/k%C3%A4rnsund-surdegsbr%C3%B6d-700g-p%C3%A5gen/2016068
Chokladwafers Hasselnötsfyllning 240g ICA Basic,"37,90 kr","0.24kg 157,92 kr/kg",512 kcal,2139 kJ,28 g,20 g,58 g,42 g,5.7 g,0.05 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chokladwafers-hasseln%C3%B6tsfyllning-240g-ica-basic/1480077
Original 200g Finn Crisp,"16,90 kr","0.2kg 84,50 kr/kg",21 kcal,88 kJ,0.5 g,0.1 g,3.7 g,0.5 g,0.6 g,0 g,1.2 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/original-200g-finn-crisp/1276997
Energi Fullkornsbröd 700g Pågen,"46,90 kr","0.7kg 67,00 kr/kg",271 kcal,1144 kJ,3.8 g,0.5 g,43 g,3.4 g,11 g,1 g,6.1 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/energi-fullkornsbr%C3%B6d-700g-p%C3%A5gen/1025146
Baguette Garlic 182g La Lorraine,"18,90 kr","0.182kg 103,85 kr/kg",285 kcal,1200 kJ,7.8 g,4.9 g,45 g,1.8 g,7.5 g,1.5 g,2.1 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/baguette-garlic-182g-la-lorraine/2128275
Salty Caramelbollar 6-p 240g ICA,"15,00 kr","0.24kg 62,50 kr/kg",480 kcal,2009 kJ,25 g,13 g,58 g,41 g,4.1 g,0.65 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/salty-caramelbollar-6-p-240g-ica/2079210
Fäbodknäcke 730g Leksands Knäckebröd,"66,00 kr","0.73kg 90,41 kr/kg",350 kcal,1500 kJ,2.5 g,0.5 g,67 g,2.8 g,9 g,1.2 g,18 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/f%C3%A4bodkn%C3%A4cke-730g-leksands-kn%C3%A4ckebr%C3%B6d/1008050
Småbröd 6-p 300g ICA,"32,90 kr","0.3kg 109,67 kr/kg",270 kcal,1150 kJ,1.1 g,0.5 g,52 g,4.1 g,11 g,1.2 g,3.3 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/sm%C3%A5br%C3%B6d-6-p-300g-ica/1531040
Donutkakor hallon 150g ICA,"30,90 kr","0.15kg 206,00 kr/kg",430 kcal,1796 kJ,23 g,12 g,54 g,31 g,4.1 g,0.25 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/donutkakor-hallon-150g-ica/2161817
Citronmuffins Fyllda 280g ICA,"38,90 kr","0.28kg 138,93 kr/kg",473 kcal,1975 kJ,29 g,7 g,50 g,32 g,2.8 g,1.1 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/citronmuffins-fyllda-280g-ica/2067002
Skärgårdskaka Hönö 750g Pågen,"46,90 kr","0.75kg 62,53 kr/kg",296 kcal,1238 kJ,4.5 g,0.5 g,52 g,9.7 g,9.1 g,0.75 g,3.3 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/sk%C3%A4rg%C3%A5rdskaka-h%C3%B6n%C3%B6-750g-p%C3%A5gen/1442946
Kex salta 200g ICA,"28,90 kr","0.2kg 144,50 kr/kg",482 kcal,2024 kJ,20 g,2 g,67 g,5.2 g,7.3 g,1.4 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kex-salta-200g-ica/1128008
Chocolate chip cookies 150g ICA Basic,"18,90 kr","0.15kg 126,00 kr/kg",512 kcal,2142 kJ,27 g,14 g,60 g,34 g,4.9 g,0.9 g,3.3 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/chocolate-chip-cookies-150g-ica-basic/2101089
Sandwich Sourcream & Onion 2-p 33g Wasa,"11,90 kr","0.033kg 360,61 kr/kg",461 kcal,1926 kJ,23 g,6.5 g,49.1 g,1.6 g,8.5 g,1.18 g,12 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/sandwich-sourcream-onion-2-p-33g-wasa/2045025
Kaka Finska pinnar 300g ICA,"27,90 kr","0.3kg 93,00 kr/kg",570 kcal,2400 kJ,36 g,16 g,52 g,9.3 g,6.7 g,0.53 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kaka-finska-pinnar-300g-ica/2022176
Rågform 400g Fazer,"41,90 kr","0.4kg 104,75 kr/kg",260 kcal,1100 kJ,3.4 g,0.5 g,47 g,3.3 g,6.9 g,1.1 g,8.3 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/r%C3%A5gform-400g-fazer/1214337
Riskakor gräddfil & lök 125g ICA,"21,90 kr","0.125kg 175,20 kr/kg",438 kcal,1843 kJ,15 g,1.8 g,66 g,3.2 g,8.2 g,1.3 g,3.3 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/riskakor-gr%C3%A4ddfil-l%C3%B6k-125g-ica/2120680
Surdegsbröd Mörkt 110g Dafgårds,"11,90 kr","0.11kg 108,18 kr/kg",259 kcal,1084 kJ,2.8 g,0.3 g,50 g,2 g,9.1 g,1.5 g,3.3 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/surdegsbr%C3%B6d-m%C3%B6rkt-110g-dafg%C3%A5rds/2168978
Frökusar 420g Fazer,"38,90 kr","0.42kg 92,62 kr/kg",290 kcal,1200 kJ,6.3 g,0.8 g,45 g,4.8 g,9.5 g,1 g,5.6 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/fr%C3%B6kusar-420g-fazer/2151043
Kakor Cranberries & Oat Flakes 250g Wasa,"32,90 kr","0.25kg 131,60 kr/kg",466 kcal,1952 kJ,19.7 g,2.1 g,60.4 g,19.2 g,8 g,0.875 g,7.5 g,,,,,2.1 mg,,,,62 mg,,230 mg,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kakor-cranberries-oat-flakes-250g-wasa/2075514
TranbärsLycka 480g Pågen,"36,90 kr","0.48kg 76,87 kr/kg",287 kcal,1213 kJ,4.2 g,0.6 g,50 g,8.9 g,9.7 g,1 g,4.3 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tranb%C3%A4rslycka-480g-p%C3%A5gen/2100592
Sandwich Paprika 37g Wasa,"11,90 kr","0.037kg 321,62 kr/kg",463 kcal,1933 kJ,23 g,8 g,48 g,3.5 g,10 g,1.4 g,12 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/sandwich-paprika-37g-wasa/1414783
Hallongrottor UTS 150g Gille,"36,90 kr","0.15kg 246,00 kr/kg",461 kcal,2005 kJ,28.5 g,14 g,61.2 g,0.8 g,4.6 g,0.58 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/hallongrottor-uts-150g-gille/2091809
"Rasker Fullkorn 1,1kg Pågen","43,90 kr","1.1kg 39,91 kr/kg",271 kcal,1145 kJ,4.3 g,0.5 g,46 g,4.3 g,9.6 g,0.98 g,5 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/rasker-fullkorn-1-1kg-p%C3%A5gen/2058246
Glutenfritt Ljust Surdegsbröd 300g ICA,"43,90 kr","0.3kg 146,33 kr/kg",233 kcal,985 kJ,3.2 g,0.3 g,45 g,4.6 g,4 g,0.9 g,4.7 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/glutenfritt-ljust-surdegsbr%C3%B6d-300g-ica/2119153
Dubbelkakor vanilj- och hallonfyllning 176 g ICA Basic,"19,90 kr","0.176kg 113,07 kr/kg",470 kcal,1972 kJ,19 g,12 g,70 g,36 g,4.3 g,0.44 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/dubbelkakor-vanilj-och-hallonfyllning-176-g-ica-basic/2126949
Minimajskakor Gräddfil & Lök Ekologisk 50g ICA I love eco,"20,90 kr","0.05kg 418,00 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/minimajskakor-gr%C3%A4ddfil-l%C3%B6k-ekologisk-50g-ica-i-love-eco/1505905
Cheddar Cheese 150g Finn Crisp,"32,90 kr","0.15kg 219,33 kr/kg",397 kcal,1662 kJ,13 g,1.9 g,51 g,5.7 g,10 g,1.4 g,18 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/cheddar-cheese-150g-finn-crisp/2075343
Majskakor Gräddfil & lök 125g Friggs,"27,90 kr","0.125kg 223,20 kr/kg",410 kcal,1750 kJ,15 g,2 g,63 g,1.4 g,6.9 g,1.5 g,1.2 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/majskakor-gr%C3%A4ddfil-l%C3%B6k-125g-friggs/1511662
Guldkorn 500g Pågen,"36,90 kr","0.5kg 73,80 kr/kg",272 kcal,1150 kJ,2.5 g,0.3 g,51 g,7.3 g,9.3 g,1.1 g,4.8 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/guldkorn-500g-p%C3%A5gen/1390913
Kladdkaka Marabou Fryst 420g Almondy,"44,90 kr","0.42kg 106,90 kr/kg",433 kcal,1813 kJ,20 g,4.9 g,59 g,37 g,3.6 g,0.25 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kladdkaka-marabou-fryst-420g-almondy/2012415
Knäckebröd Falu Råg-Rut 470g Wasa,"31,90 kr","0.47kg 67,87 kr/kg",331 kcal,1395 kJ,1.5 g,0.3 g,59.9 g,1 g,9.5 g,1.2 g,20 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kn%C3%A4ckebr%C3%B6d-falu-r%C3%A5g-rut-470g-wasa/1003139
Tunnbröd Original 340g Liba Bröd,"14,90 kr","0.33kg 45,15 kr/kg",240 kcal,1000 kJ,1 g,,49 g,,7.5 g,0.65 g,2.2 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tunnbr%C3%B6d-original-340g-liba-br%C3%B6d/1418370
Tigerkaka 350g ICA Basic,"19,90 kr","0.35kg 56,86 kr/kg",414 kcal,1738 kJ,18 g,1.6 g,58 g,33 g,4.5 g,0.75 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/tigerkaka-350g-ica-basic/2109100
Havreknäcke 600g Wasa,"53,00 kr","0.6kg 88,33 kr/kg",366 kcal,1546 kJ,5 g,1 g,64 g,0.5 g,12 g,1.2 g,10 g,,,,,3.3 mg,,,,90 mg,2.5 mg,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/havrekn%C3%A4cke-600g-wasa/2107006
Mandelkubb 400g Nyåkers,"52,00 kr","0.4kg 130,00 kr/kg",440 kcal,1850 kJ,15 g,7 g,69 g,39 g,5.5 g,0.7 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/mandelkubb-400g-ny%C3%A5kers/1519991
Knäckebröd Sport 550g Wasa,"28,90 kr","0.55kg 52,55 kr/kg",330 kcal,1389 kJ,1.5 g,0.4 g,60 g,1.5 g,9 g,1.2 g,20 g,,,,,2.8 mg,,,,100 mg,2.3 mg,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kn%C3%A4ckebr%C3%B6d-sport-550g-wasa/1003137
Arraksbollar 6-p 240g ICA,"15,00 kr","0.24kg 62,50 kr/kg",550 kcal,2200 kJ,32 g,21 g,55 g,32 g,4.4 g,0.4 g,5 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/arraksbollar-6-p-240g-ica/1470282
Normalgräddat knäckebröd 200g Leksands Knäckebröd,"16,90 kr","0.2kg 84,50 kr/kg",350 kcal,1400 kJ,1.6 g,0.3 g,60 g,0.5 g,8.9 g,1.2 g,20 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/normalgr%C3%A4ddat-kn%C3%A4ckebr%C3%B6d-200g-leksands-kn%C3%A4ckebr%C3%B6d/1007522
Morotsmuffins 100g Dan Cake,"14,90 kr","0.1kg 149,00 kr/kg",389 kcal,1628 kJ,18 g,2.4 g,53 g,30 g,4.4 g,1 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/morotsmuffins-100g-dan-cake/2141928
Muffins Kola Karamell med smörkrokant 100g Dan Cake,"14,90 kr","0.1kg 149,00 kr/kg",392 kcal,1639 kJ,19 g,2.4 g,49 g,27 g,5.1 g,1.3 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/muffins-kola-karamell-med-sm%C3%B6rkrokant-100g-dan-cake/2141925
Rågkaka 6-p 250g Polarbröd,"29,90 kr","0.25kg 119,60 kr/kg",270 kcal,1150 kJ,3.3 g,0.8 g,50 g,8.2 g,7.4 g,1 g,4.4 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/r%C3%A5gkaka-6-p-250g-polarbr%C3%B6d/1025184
Toscabulle 100g Bonjour,"14,90 kr","0.1kg 149,00 kr/kg",352 kcal,1477 kJ,14 g,4.6 g,48 g,19 g,6.9 g,0.58 g,3.2 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/toscabulle-100g-bonjour/2013491
Punschrullar 6-p 210g ICA,"15,00 kr","0.21kg 71,43 kr/kg",473 kcal,1978 kJ,24 g,12 g,58 g,40 g,4.9 g,0.3 g,3.7 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/punschrullar-6-p-210g-ica/1407205
Dubbelkex kakaofyl 176 g ICA Basic,"19,90 kr","0.176kg 113,07 kr/kg",494 kcal,2069 kJ,23 g,15 g,64 g,34 g,5.4 g,0.46 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/dubbelkex-kakaofyl-176-g-ica-basic/2126947
Kladdkaka Glutenfri Fryst 400g ICA,"32,90 kr","0.4kg 82,25 kr/kg",400 kcal,1657 kJ,14 g,1.9 g,62 g,42 g,4.1 g,0.4 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kladdkaka-glutenfri-fryst-400g-ica/2002269
Matkex Havssaltade 150g Göteborgs Utvalda,"39,90 kr","0.15kg 266,00 kr/kg",473 kcal,1981 kJ,22 g,5.9 g,59 g,3.8 g,8.8 g,3 g,3.2 g,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/matkex-havssaltade-150g-g%C3%B6teborgs-utvalda/1355959
Kanelbullesnittar 300g ICA,"27,90 kr","0.3kg 93,00 kr/kg",,,,,,,,,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/kanelbullesnittar-300g-ica/2065049
Delicatoboll 58g Delicato,"9,90 kr","0.058kg 170,69 kr/kg",480 kcal,2000 kJ,30 g,18 g,49 g,30 g,5 g,0.4 g,,,,,,,,,,,,,,,,,https://handlaprivatkund.ica.se/stores/1004181/products/delicatoboll-58g-delicato/1026166
